labeling_id,pmid,doi,year,journal,title,abstract,url,labeler2_decision,labeler2_confidence,labeler2_rationale,labeler2_criteria_failed
LBL-011,26338689,10.1136/bmjopen-2015-009075,2015,BMJ open,Health risk of air pollution on people living with major chronic diseases: a Canadian population-based study.,"OBJECTIVES: The objective of this study was to use health administrative and environmental data to quantify the effects of ambient air pollution on health service use among those with chronic diseases. We hypothesised that health service use would be higher among those with more exposure to air pollution as measured by the Air Quality Health Index (AQHI). SETTING: Health administrative data was used to quantify health service use at the primary (physician office visits) and secondary (emergency department visits, hospitalisations) level of care in Ontario, Canada. PARTICIPANTS: We included individuals who resided in Ontario, Canada, from 2003 to 2010, who were ever diagnosed with one of 11 major chronic diseases. OUTCOME MEASURES: Rate ratios (RR) from Poisson regression models were used to estimate the short-term impact of incremental unit increases in AQHI, nitrogen dioxide (NO2; 10 ppb), fine particulate matter (PM2.5; 10 µg/m(3)) and ozone (O3; 10 ppb) on health services use among individuals with each disease. We adjusted for age, sex, day of the week, temperature, season, year, socioeconomic status and region of residence. RESULTS: Increases in outpatient visits ranged from 1% to 5% for every unit increase in the 10-point AQHI scale, corresponding to an increase of about 15,000 outpatient visits on a day with poor versus good air quality. The greatest increases in outpatient visits were for individuals with non-lung cancers (AQHI:RR=1.05; NO2:RR=1.14; p<0.0001) and COPD (AQHI:RR=1.05; NO2:RR=1.12; p<0.0001) and in hospitalisations, for individuals with diabetes (AQHI:RR=1.04; NO2:RR=1.07; p<0.0001) and COPD (AQHI:RR=1.03; NO2:RR=1.09; p<1.001). The impact remained 2 days after peak AQHI levels. CONCLUSIONS: Among individuals with chronic diseases, health service use increased with higher levels of exposure to air pollution, as measured by the AQHI. Future research would do well to measure the utility of targeted air quality advisories based on the AQHI to reduce associated health service use.",https://pubmed.ncbi.nlm.nih.gov/26338689/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-TIME SERIES-DPOC-RR-INGLÊS",0
LBL-012,26039390,10.1590/S0034-8910.2014048005218,2014,Revista de saude publica,Isolated and synergistic effects of PM10 and average temperature on cardiovascular and respiratory mortality.,"OBJECTIVE To analyze the effect of air pollution and temperature on mortality due to cardiovascular and respiratory diseases. METHODS We evaluated the isolated and synergistic effects of temperature and particulate matter with aerodynamic diameter < 10 µm (PM10) on the mortality of individuals > 40 years old due to cardiovascular disease and that of individuals > 60 years old due to respiratory diseases in Sao Paulo, SP, Southeastern Brazil, between 1998 and 2008. Three methodologies were used to evaluate the isolated association: time-series analysis using Poisson regression model, bidirectional case-crossover analysis matched by period, and case-crossover analysis matched by the confounding factor, i.e., average temperature or pollutant concentration. The graphical representation of the response surface, generated by the interaction term between these factors added to the Poisson regression model, was interpreted to evaluate the synergistic effect of the risk factors. RESULTS No differences were observed between the results of the case-crossover and time-series analyses. The percentage change in the relative risk of cardiovascular and respiratory mortality was 0.85% (0.45;1.25) and 1.60% (0.74;2.46), respectively, due to an increase of 10 μg/m3 in the PM10 concentration. The pattern of correlation of the temperature with cardiovascular mortality was U-shaped and that with respiratory mortality was J-shaped, indicating an increased relative risk at high temperatures. The values for the interaction term indicated a higher relative risk for cardiovascular and respiratory mortalities at low temperatures and high temperatures, respectively, when the pollution levels reached approximately 60 μg/m3. CONCLUSIONS The positive association standardized in the Poisson regression model for pollutant concentration is not confounded by temperature, and the effect of temperature is not confounded by the pollutant levels in the time-series analysis. The simultaneous exposure to different levels of environmental factors can create synergistic effects that are as disturbing as those caused by extreme concentrations. OBJETIVO: Analisar o efeito da poluição do ar e da temperatura na mortalidade por doenças cardiovasculares e respiratórias. MÉTODOS: Foram analisados os efeitos da temperatura e do material particulado com diâmetro aerodinâmico < 10 micrômetros (MP10), isolado e sinérgico, na mortalidade de indivíduos > 40 anos por doenças cardiovasculares e na mortalidade de indivíduos > 60 anos por doenças respiratórias em São Paulo, SP, entre 1998 e 2008. Três tipos de metodologias foram aplicadas para avaliar a associação isolada: análise de séries temporais com regressão de Poisson, análise case-crossover com pareamento temporal bidirecional e análise case-crossover com pareamento pelo fator confundidor, i.e., temperatura média ou poluente. Foi interpretada a representação gráfica da superfície resposta, gerada por termo de interação entre tais fatores adicionado à regressão de Poisson, para avaliar o efeito sinérgico entre os fatores de risco. RESULTADOS: Não foram observadas diferenças entre os resultados das análises case-crossover e de séries temporais. Estimou-se mudança percentual no risco relativo para mortalidade cardiovascular e respiratória de 0,85% (0,45;1,25) e 1,60% (0,74;2,46), respectivamente, devido ao aumento de 10 μg/m3 na concentração do MP10. O padrão de associação da temperatura para mortalidade cardiovascular foi de U-shape e para mortalidade respiratória foi de J-shape, representando maior risco relativo em temperaturas altas. As figuras do termo de interação indicaram maior risco relativo em baixas temperaturas para mortalidade cardiovascular e em altas temperaturas para mortalidade respiratória em níveis de poluição em torno de 60 μg/m3. CONCLUSÕES: A associação positiva parametrizada no modelo de regressão de Poisson para os poluentes não sofre confusão da temperatura, bem como o efeito da temperatura não sofre confusão dos níveis de poluentes na análise de séries temporais. A simultaneidade de exposição a diferentes níveis de fatores ambientais pode gerar condições de efeito combinado, tão preocupantes quanto as de extremas concentrações.",https://pubmed.ncbi.nlm.nih.gov/26039390/,EXCLUDE,HIGH,MP10-MORTALIDADE,"2,3"
LBL-013,23981468,10.1186/1476-069X-12-68,2013,Environmental health : a global access science source,The effect of primary organic particles on emergency hospital admissions among the elderly in 3 US cities.,"BACKGROUND: Fine particle (PM2.5) pollution related to combustion sources has been linked to a variety of adverse health outcomes. Although poorly understood, it is possible that organic carbon (OC) species, particularly those from combustion-related sources, may be partially responsible for the observed toxicity of PM2.5. The toxicity of the OC species may be related to their chemical structures; however, few studies have examined the association of OC species with health impacts. METHODS: We categorized 58 primary organic compounds by their chemical properties into 5 groups: n-alkanes, hopanes, cyclohexanes, PAHs and isoalkanes. We examined their impacts on the rate of daily emergency hospital admissions among Medicare recipients in Atlanta, GA and Birmingham, AL (2006-2009), and Dallas, TX (2006-2007). We analyzed data in two stages; we applied a case-crossover analysis to simultaneously estimate effects of individual OC species on cause-specific hospital admissions. In the second stage we estimated the OC chemical group-specific effects, using a multivariate weighted regression. RESULTS: Exposures to cyclohexanes of six days and longer were significantly and consistently associated with increased rate of hospital admissions for CVD (3.40%, 95%CI = (0.64, 6.24%) for 7-d exposure). Similar increases were found for hospitalizations for ischemic heart disease and myocardial infarction. For respiratory related hospital admissions, associations with OC groups were less consistent, although exposure to iso-/anteiso-alkanes was associated with increased respiratory-related hospitalizations. CONCLUSIONS: Results suggest that week-long exposures to traffic-related, primary organic species are associated with increased rate of total and cause-specific CVD emergency hospital admissions. Associations were significant for cyclohexanes, but not hopanes, suggesting that chemical properties likely play an important role in primary OC toxicity.",https://pubmed.ncbi.nlm.nih.gov/23981468/,EXCLUDE,MEDIUM,"ANALISE DE COMPONENTES DO MP2,5 E NAO DELE DIRETAMENTE",2
LBL-014,35281479,10.1029/2020GH000330,2021,GeoHealth,Differential Cardiopulmonary Health Impacts of Local and Long-Range Transport of Wildfire Smoke.,"We estimated cardiopulmonary morbidity and mortality associated with wildfire smoke (WFS) fine particulate matter (PM2.5) in the Front Range of Colorado from 2010 to 2015. To estimate WFS PM2.5, we developed a daily kriged PM2.5 surface at a 15  × 15 km resolution based on the Environmental Protection Agency Air Quality System monitors for the western United States; we subtracted out local seasonal-average PM2.5 of nonsmoky days, identified using satellite-based smoke plume estimates, from the local daily estimated PM2.5 if smoke was identified by National Oceanic and Atmospheric Administration's Hazard Mapping System. We implemented time-stratified case-crossover analyses to estimate the effect of a 10 µg/m3 increase in WFS PM2.5 with cardiopulmonary hospitalizations and deaths using single and distributed lag models for lags 0-5 and distinct annual impacts based on local and long-range smoke during 2012, and long-range transport of smoke in 2015. A 10 µg/m3 increase in WFS was associated with all respiratory, asthma, and chronic obstructive pulmonary disease hospitalizations for lag day 3 and hospitalizations for ischemic heart disease at lag days 2 and 3. Cardiac arrest deaths were associated with WFS PM2.5 at lag day 0. For 2012 local wildfires, asthma hospitalizations had an inverse association with WFS PM2.5 (OR: 0.716, 95% CI: 0.517-0.993), but a positive association with WFS PM2.5 during the 2015 long-range transport event (OR: 1.455, 95% CI: 1.093-1.939). Cardiovascular mortality was associated with the 2012 long-range transport event (OR: 1.478, 95% CI: 1.124-1.944).",https://pubmed.ncbi.nlm.nih.gov/35281479/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-CASE CROSSOVER-CARDIOPULMONAR-IC 95%-INGLES",0
LBL-015,40570205,10.7189/jogh.15.04196,2025,Journal of global health,"Association of short-term exposure to air pollutants with mortality from respiratory diseases: a case-crossover study of individual cases based in Hefei, China.","BACKGROUND: Although short-term exposure to air pollutants has been linked to heightened hospital admissions for respiratory diseases (RDs), evidence regarding its association with the risk of mortality from such diseases remains scarce. We aimed to examine the impact of short-term exposure to air pollutants on RD-related mortality. METHODS: We employed a time-stratified case-crossover design to explore the impact of short-term exposure to various air pollutants (fine particulate matter (PM2.5), coarse particulate matter (PM10), nitrogen dioxide (NO2), sulfur dioxide (SO2), carbon monoxide (CO), and ozone (O3)) on mortality due to RDs. Our sample comprised 15 878 RD-related deaths that occurred between 2017 and 2020 in Hefei, Anhui province. We delineated daily exposure to air pollutants using raster data corresponding to the residential addresses of the study subjects. We used conditional logistic regression to assess the relationship between pollutant exposure and the risk of mortality. To improve precision in identifying vulnerable populations, we stratified individuals by gender and age. Lastly, we used interrupted time series (ITS) analysis to explore COVID-19's impact on RD mortality. RESULTS: We found that every 10 μg/m3 increase in PM10, PM2.5, and CO at a lag of zero days was associated with the largest significant effect on increased mortality from RDs (excess mortality risks of 0.735%, 1.349%, and 0.160%, respectively). We observed the highest positive associations between NO2 and O3 with delays of one and two days, resulting in excess mortality risks of 1.965% and 0.861%, respectively. We obtained consistent findings through moving average concentration analysis, while our stratified analysis showed that females and the elderly exhibited a heightened susceptibility to mortality from RDs attributable to short-term exposure to pollutants. Additionally, the ITS analysis confirmed that the COVID-19 outbreak did not significantly alter the level and trend of RD deaths. CONCLUSIONS: Our findings indicate that short-term exposure to air pollutants, excluding SO2, increases mortality rates from RDs, particularly among women and the elderly. In the context of Hefei, our findings highlight the public health imperative for reducing local residents' exposure to air pollutants, particularly through targeted protection of vulnerable populations, to minimise preventable RD mortality.",https://pubmed.ncbi.nlm.nih.gov/40570205/,EXCLUDE,HIGH,MORTALIDADE-IC 95% NAO CLARA,"3,5"
LBL-016,31927244,10.1016/j.envres.2019.109095,2020,Environmental research,Inverse probability weighted distributed lag effects of short-term exposure to PM,"BACKGROUND: Although many studies have established significant associations between short-term air pollution and the risk of getting cardiovascular diseases, there is a lack of evidence based on causal distributed lag modeling. METHODS: Inverse probability weighting (ipw) propensity score models along with conditional logistic outcome regression models based on a case-crossover study design were applied to get the causal unconstrained distributed (lag0-lag5) as well as cumulative lag effect of short-term exposure to PM2.5/Ozone on hospital admissions of acute myocardial infarction (AMI), congestive heart failure (CHF) and ischemic stroke (IS) among New England Medicare participants during 2000-2012. Effect modification by gender, race, secondary diagnosis of Chronic Obstructive Pulmonary Diseases (COPD) and Diabetes (DM) was explored. RESULTS: Each 10 μg/m3 increase in lag0-lag5 cumulative PM2.5 exposure was associated with an increase of 4.3% (95% confidence interval: 2.2%, 6.4%, percentage change) in AMI hospital admission rate, an increase of 3.9% (2.4%, 5.5%) in CHF rate and an increase of 2.6% (0.4%, 4.7%) in IS rate. A weakened lagging effect of PM2.5 from lag0 to lag5 could be observed. No cumulative short-term effect of ozone on CVD was found. People with secondary diagnosis of COPD, diabetes, female gender and black race are sensitive population. CONCLUSIONS: Based on our causal distributed lag modeling, we found that short-term exposure to an increased ambient PM2.5 level had the potential to induce higher risk of CVD hospitalization in a causal way. More attention should be paid to population of COPD, diabetes, female gender and black race.",https://pubmed.ncbi.nlm.nih.gov/31927244/,EXCLUDE,MEDIUM,NÃO RESPIRATÓRIO,3
LBL-017,21172759,10.1289/ehp.1002638,2011,Environmental health perspectives,Distributed lag analyses of daily hospital admissions and source-apportioned fine particle air pollution.,"BACKGROUND: Past time-series studies of the health effects of fine particulate matter [aerodynamic diameter ≤ 2.5 µm (PM2.5)] have used chemically nonspecific PM2.5 mass. However, PM2.5 is known to vary in chemical composition with source, and health impacts may vary accordingly. OBJECTIVE: We tested the association between source-specific daily PM2.5 mass and hospital admissions in a time-series investigation that considered both single-lag and distributed-lag models. METHODS: Daily PM2.5 speciation measurements collected in midtown Manhattan were analyzed via positive matrix factorization source apportionment. Daily and distributed-lag generalized linear models of Medicare respiratory and cardiovascular hospital admissions during 2001-2002 considered PM2.5 mass and PM2.5 from five sources: transported sulfate, residual oil, traffic, steel metal works, and soil. RESULTS: Source-related PM2.5 (specifically steel and traffic) was significantly associated with hospital admissions but not with total PM2.5 mass. Steel metal works-related PM2.5 was associated with respiratory admissions for multiple-lag days, especially during the cleanup efforts at the World Trade Center. Traffic-related PM2.5 was consistently associated with same-day cardiovascular admissions across disease-specific subcategories. PM2.5 constituents associated with each source (e.g., elemental carbon with traffic) were likewise associated with admissions in a consistent manner. Mean effects of distributed-lag models were significantly greater than were maximum single-day effect models for both steel- and traffic-related PM2.5. CONCLUSIONS: Past analyses that have considered only PM2.5 mass or only maximum single-day lag effects have likely underestimated PM2.5 health effects by not considering source-specific and distributed-lag effects. Differing lag structures and disease specificity observed for steel-related versus traffic-related PM2.5 raise the possibility of distinct mechanistic pathways of health effects for particles of differing chemical composition.",https://pubmed.ncbi.nlm.nih.gov/21172759/,EXCLUDE,MEDIUM,SEM IC 95% CLARO,5
LBL-018,24555678,10.1080/15287394.2013.853337,2014,Journal of toxicology and environmental health. Part A,"Fine particulate air pollution and hospital admissions for pneumonia in a subtropical city: Taipei, Taiwan.","This study was undertaken to determine whether there was a correlation between fine particles (PM2.5) levels and hospital admissions for pneumonia in Taipei, Taiwan. Hospital admissions for pneumonia and ambient air pollution data for Taipei were obtained for the period from 2006 to 2010. The relative risk of hospital admissions for pneumonia was estimated using a case-crossover approach, controlling for weather variables, day of the week, seasonality, and long-term time trends. For the single-pollutant model (without adjustment for other pollutants), increased numbers of admissions for pneumonia were significantly associated with higher PM2.5 levels both on warm days (>23°C) and on cool days (<23°C). This was accompanied by an interquartile range elevation correlated with a 12% (95% CI = 16%-13%) and 4% (95% CI = 3%-6%) rise in number of admissions for pneumonia, respectively. In the two-pollutant models, PM2.5 remained significant after inclusion of sulfur dioxide (SO₂) or ozone (O₃) both on warm and on cool days. This study provides evidence that higher levels of PM2.5 increase the risk of hospital admissions for pneumonia.",https://pubmed.ncbi.nlm.nih.gov/24555678/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-PNEUMONIA-IC 95%-INGLÊS",0
LBL-019,35384572,10.1007/s10653-022-01256-2,2023,Environmental geochemistry and health,"Association of air pollutants and hospital admissions for respiratory diseases in Lanzhou, China, 2014-2019.","The aim of this study was to assess the effects of air pollutants on hospital admissions for respiratory disease (RD) by using distributed lag nonlinear model (DLNM) in Lanzhou during 2014-2019. In this study, the dataset of air pollutants, meteorological, and daily hospital admissions for RD in Lanzhou, from January 1st, 2014 to December 31st, 2019, were collected from three national environmental monitoring stations, China meteorological data service center, and three large general hospitals, respectively. A time-series analysis with DLNM was used to estimate the associations between air pollutants and hospital admissions for RD including the stratified analysis of age, gender, and season. The key findings were expressed as the relative risk (RR) with a 95% confidence interval (CI) for single-day and cumulative lag effects (0-7). A total of 90, 942 RD hospitalization cases were identified during the study period. The highest association (RR, 95% CI) of hospital admissions for RD and PM2.5 (1.030, 1.012-1.049), and PM10 (1.009, 1.001-1.015), and NO2 (1.047, 1.024-1.071) were observed at lag 07 for an increase of 10 μg/m3 in the concentrations, and CO at lag07 (1.140, 1.052-1.236) for an increase of 1 mg/m3 in the concentration. We observed that the RR estimates for gaseous pollutants (e.g., CO and NO2) were larger than those of particulate matter (e.g., PM2.5 and PM10). The harmful effects of PM2.5, PM10, NO2, and CO were greater in male, people aged 0-14 group and in the cold season. However, no significant association was observed for SO2, O38h, and total hospital admissions for RD. Therefore, some effective intervention strategies should be taken to strengthen the treatment of the ambient air pollutants, especially gaseous pollutants (e.g., CO and NO2), thereby, reducing the burden of respiratory diseases.",https://pubmed.ncbi.nlm.nih.gov/35384572/,INCLUDE,HIGH,"ESTUDO-MP2,5-TIME SERIES-HOSPITAL ADM-IC 95%-INGLÊS",0
LBL-020,40630285,10.1016/j.ekir.2025.04.002,2025,Kidney international reports,The 2023 Canadian Wildfires and Risk of Hospitalization and Mortality Among Hemodialysis Patients in the United States.,"INTRODUCTION: Smoke plumes from the 2023 Canadian wildfires severely impacted air quality across the Eastern and Midwestern USA. However, a comprehensive health impact assessment is lacking in this large region. We investigated the association between wildfire-related air pollutants and the risk of mortality and hospitalization among hemodialysis patients in 22 heavily impacted states in the Eastern and Midwestern USA. METHODS: We conducted a retrospective observational study using a time-stratified case-crossover analysis with a conditional quasi-Poisson model. The study included 52,995 patients with end-stage kidney disease (ESKD) receiving hemodialysis at Fresenius Kidney Care clinics during June and July 2023. The presence of wildfire smoke and fine particulate matter (with aerodynamic diameter < 2.5 microns, PM2.5) concentrations were assessed using satellite-derived smoke polygons and ground-based monitors. Daily number of all-cause deaths, all-cause hospitalizations, respiratory disease hospitalizations, and cardiovascular disease hospitalizations were counted for each hemodialysis clinic. RESULTS: The highest daily wildfire-related PM2.5 concentration observed (251.1 μg/m3) far exceeded the National Ambient Air Quality Standard (35 μg/m3). The presence of wildfire smoke plume was associated with an 18% increase in risk of same day (lag0) all-cause mortality (rate ratio [RR]:1.18; 95% confidence interval [CI], 1.13-1.24) and a 3% increase in risk of all-cause hospitalization (RR:1.03; 95% CI: 1.00-1.07). A 10 μg/m3 increase in wildfire-related PM2.5 was associated with a 139% increase in same day all-cause mortality (RR: 2.39; 95% CI: 1.79-3.18), and a 33% increase in all-cause hospitalization (RR:1.33; 95% CI: 1.10-1.62). CONCLUSION: Our findings suggest that air pollution from the 2023 Canadian wildfires resulted in increased risk of mortality and hospitalization among hemodialysis patients in Eastern and Midwestern USA.",https://pubmed.ncbi.nlm.nih.gov/40630285/,EXCLUDE,LOW,OUTCOME É DE HEMODIALISE,3
